018,靜宜大學,"資料科學暨大數據分析與應用學系(人
工智慧應用組)",資料科學暨大數據分析與應用學系,
018,靜宜大學,"資料科學暨大數據分析與應用學系(大
數據應用組)",--,
018,靜宜大學,觀光事業學系,觀光事業學系(甲組),
018,靜宜大學,--,觀光事業學系(乙組),
018,靜宜大學,--,觀光事業學系(丙組),
018,靜宜大學,資訊管理學系(人工智慧應用組),"資訊管理學系(軟體開發與物聯網應用
組)",
018,靜宜大學,資訊管理學系(巨量資料管理組),資訊管理學系(行動商務與智慧企業組),
018,靜宜大學,資訊管理學系(社群商務應用組),--,
018,靜宜大學,"資訊傳播工程學系(元宇宙應用創作
組)","資訊傳播工程學系(元宇宙多媒體遊戲
組)",
018,靜宜大學,"資訊傳播工程學系(人工智慧與遊戲設
計組)","資訊傳播工程學系(人工智慧互動科技
組)",
019,大同大學,資訊經營學系(甲組),資訊經營學系(自然組),
019,大同大學,資訊經營學系(乙組),資訊經營學系(社會組),
020,輔仁大學,物理學系電子物理組,物理學系物理組,
034,國立東華大學,生化暨分子醫學科學系,生命科學系,
034,國立東華大學,民族發展與社會工作學系民族發展組,民族事務與發展學系,
034,國立東華大學,民族發展與社會工作學系社會工作組,民族社會工作學士學位學程,
036,國立屏東大學,商業大數據學系,商業自動化與管理學系,
036,國立屏東大學,--,大數據商務應用學士學位學程,
038,國立臺東大學,音樂學系,音樂學系A組,
038,國立臺東大學,--,音樂學系B組,
038,國立臺東大學,綠能與資訊科技學系,綠色與資訊科技學士學位學程,
040,元智大學,資訊管理學系(社會組),資訊管理學系(A組),
040,元智大學,資訊管理學系(自然組),資訊管理學系(B組),
040,元智大學,資訊傳播學系科技組(智慧科技應用),"資訊傳播學系科技組(互動媒體與遊戲設
計)",
042,大葉大學,"會計與資訊管理學系(人工智慧商業應
用組)",資訊管理學系,
042,大葉大學,"會計與資訊管理學系(人工智慧科技管
理組)",--,
042,大葉大學,會計與資訊管理學系(會計管理組),會計資訊學系,
042,大葉大學,會計與資訊管理學系(投資理財組),--,
042,大葉大學,財務金融學系(智慧投資組),財務金融學系,
042,大葉大學,設計學系,工業設計學系,
042,大葉大學,--,視覺傳達設計學系,
042,大葉大學,應用日語學系(商務觀光組),應用日語學系(商務貿易組),
042,大葉大學,應用日語學系(語文翻譯組),應用日語學系(文化事業組),
042,大葉大學,觀光休閒學系,休閒事業管理學系,
042,大葉大學,--,觀光旅遊學系,
042,大葉大學,護理學系(國際組),護理學系,
042,大葉大學,護理學系(臨床組),--,
042,大葉大學,職能治療學系A組,職能治療學系,
042,大葉大學,職能治療學系B組,--,
043,中華大學,資訊工程學系(資訊工程組),資訊工程學系,
043,中華大學,資訊工程學系(資訊應用組),--,
045,義守大學,"資訊管理學系電子商務與智慧物聯網
組",資訊管理學系人工智慧與電子商務組,
045,義守大學,資訊管理學系人工智慧與大數據組,資訊管理學系大數據與雲端運算組,
045,義守大學,會計學系,會計學系財稅規劃組,
045,義守大學,--,會計學系管理應用組,
046,銘傳大學,"風險管理與保險學系保險金融行銷組
(台北校區)","風險管理與保險學系保險金融與行銷組
(台北校區)",
046,銘傳大學,"風險管理與保險學系資訊應用組(台北
校區)","風險管理與保險學系風險管理組(台北校
區)",
046,銘傳大學,影音新聞暨社群傳播學系(台北校區),新聞學系(台北校區),
046,銘傳大學,"應用中國文學系語文傳播組(桃園校
區)",應用中國文學系(桃園校區),
046,銘傳大學,"應用中國文學系語文創作組(桃園校
區)",--,
046,銘傳大學,"應用英語學系英語教學與雙語教育組
(桃園校區)",應用英語學系(桃園校區),
046,銘傳大學,"應用英語學系英語商務與口筆譯組(桃
園校區)",--,
046,銘傳大學,"商品設計學系人工智慧應用組(桃園校
區)",商品設計學系(桃園校區),
046,銘傳大學,"商品設計學系福祉生活設計組(桃園校
區)",--,
046,銘傳大學,"商品設計學系產品行銷企劃組(桃園校
區)",--,
046,銘傳大學,"數位媒體設計學系遊戲互動與AI應用
組(桃園校區)","數位媒體設計學系互動媒體組(桃園校
區)",
046,銘傳大學,"數位媒體設計學系動畫文創組(桃園校
區)","數位媒體設計學系動畫影視組(桃園校
區)",
046,銘傳大學,"數位媒體設計學系影視創意組(桃園校
區)",--,
046,銘傳大學,金融學系(桃園校區),經濟與金融學系金融理財組(桃園校區),
046,銘傳大學,--,經濟與金融學系產業經濟組(桃園校區),
046,銘傳大學,"電子工程學系晶片設計與應用組(桃園
校區)",電子工程學系計算機應用組(桃園校區),
046,銘傳大學,"電腦與通訊工程學系AI機器人組(桃園
校區)",電腦與通訊工程學系(桃園校區),
046,銘傳大學,"電腦與通訊工程學系AI應用組(桃園校
區)",--,
046,銘傳大學,"生物醫學工程學系專利醫材法規組(桃
園校區)","生物醫學工程學系專利醫材組(桃園校
區)",
046,銘傳大學,"生物醫學工程學系人工智慧醫療組(桃
園校區)","生物醫學工程學系智慧醫療組(桃園校
區)",
047,世新大學,數位多媒體設計學系,數位多媒體設計學系遊戲設計組,
047,世新大學,--,數位多媒體設計學系動畫設計組,
050,實踐大學,"媒體傳達設計學系動畫影像設計組(臺
北校區)","媒體傳達設計學系數位3D動畫設計組
(臺北校區)",
050,實踐大學,"國際經營與貿易學系國際貿易組(臺北
校區)",國際經營與貿易學系(臺北校區),
050,實踐大學,"國際經營與貿易學系國際企業組(臺北
校區)",--,
050,實踐大學,"資訊科技與管理學系數位媒體設計組
(臺北校區)","資訊科技與管理學系元宇宙組(臺北校
區)",
050,實踐大學,"智慧服務管理英語學士學位學程A組
(臺北校區)","智慧服務管理英語學士學位學程(臺北校
區)",
050,實踐大學,"智慧服務管理英語學士學位學程B組
(臺北校區)",--,
050,實踐大學,"東南亞智慧商務學士學位學程行銷流
通管理組(高雄校區)","東南亞智慧商務學士學位學程流通管理
組(高雄校區)",
050,實踐大學,"國際企業管理學系韓國文創產業經營
組(高雄校區)","國際企業管理學系外匯數位金融組(高雄
校區)",
050,實踐大學,--,"國際企業管理學系兩岸工商管理組(高雄
校區)",
050,實踐大學,"資訊管理學系人工智慧與雲端應用組
(高雄校區)",資訊管理學系(高雄校區),
050,實踐大學,"資訊管理學系物聯網應用組(高雄校
區)",--,
050,實踐大學,"資訊科技與通訊學系智慧機器人與無
人機組(高雄校區)","資訊科技與通訊學系人工智慧與機器人
組(高雄校區)",
050,實踐大學,"資訊科技與通訊學系人工智慧物聯網
組(高雄校區)","資訊科技與通訊學系APP設計與物聯網
應用組(高雄校區)",
050,實踐大學,"觀光管理學系餐旅暨會展管理組(高雄
校區)",觀光管理學系旅運事業組(高雄校區),
050,實踐大學,"觀光管理學系自然旅遊與運動觀光組
(高雄校區)","觀光管理學系運動觀光暨自然旅遊組(高
雄校區)",
051,長榮大學,會計資訊學系稅務應用組,會計資訊學系,
051,長榮大學,會計資訊學系產業實習組,--,
051,長榮大學,健康心理學系(自然組),健康心理學系,
051,長榮大學,健康心理學系(社會組),--,
051,長榮大學,"食品安全衛生與檢驗學士學位學程(環
境衛生組)","食品安全衛生與檢驗學士學位學程(環境
檢驗組)",
051,長榮大學,應用哲學系,應用哲學系(公共參與組),
051,長榮大學,--,應用哲學系(社會關懷組),
051,長榮大學,數位媒體設計學系數位媒體設計組,數位媒體設計學系,
051,長榮大學,數位媒體設計學系互動設計組,--,
079,真理大學,資訊管理學系資安管理組,資訊管理學系資管應用組,
079,真理大學,--,資訊管理學系智慧商務組,
079,真理大學,觀光數位知識學系,觀光數位知識學系旅運科技組,
079,真理大學,--,觀光數位知識學系海洋遊憩組,
079,真理大學,--,觀光數位知識學系餐旅資訊組,
079,真理大學,--,觀光數位知識學系旅遊創新組,
101,國立高雄大學,財務金融學系,金融管理學系,
108,慈濟大學,東方語文學系,東方語文學系中文組,
108,慈濟大學,--,東方語文學系日文組,
130,佛光大學,外國語文學系(英日組),外國語文學系,
130,佛光大學,外國語文學系(英韓組),--,
130,佛光大學,管理學系(行銷與休閒管理組),管理學系(健康事業管理組),
130,佛光大學,樂活產業學系,未來與樂活產業學系,
134,亞洲大學,"健康產業管理學系(跨領域高齡智慧照
顧組)",健康產業管理學系(健康產業管理組),
134,亞洲大學,"食品營養與保健生技學系(藥用化粧品
醫美組)","食品營養與保健生技學系(保健化妝品
組)",
134,亞洲大學,護理學系(銀髮智慧照護組),護理學系(高齡長期照護組),
134,亞洲大學,行動商務與多媒體應用學系,"行動商務與多媒體應用學系(多媒體應用
組)",
134,亞洲大學,--,"行動商務與多媒體應用學系(行動商務
組)",
134,亞洲大學,資訊傳播學系,資訊傳播學系(新媒體傳播內容組),
134,亞洲大學,--,資訊傳播學系(智慧傳播應用組),
134,亞洲大學,經營管理學系(行銷與企業管理組),經營管理學系,
134,亞洲大學,經營管理學系(休閒遊憩管理組),休閒與遊憩管理學系,
134,亞洲大學,"社會工作學系(兒少家庭與心衛社工
組)",社會工作學系(社工心理雙專業組),
134,亞洲大學,"社會工作學系(醫務與長期照顧社工
組)","社會工作學系(醫務社工與長期照顧雙專
業組)",
134,亞洲大學,數位媒體設計學系(動漫遊戲組),數位媒體設計學系,
134,亞洲大學,數位媒體設計學系(視覺傳達組),視覺傳達設計學系,
153,國立金門大學,護理學系(A組),護理學系,
153,國立金門大學,護理學系(B組),--,
